,title,text,claimDate,reviewDate,claimant,publisher,url,label,poynter,poynter_title,poynter_link
57,Old video of a Chinese man portrayed as a scared Thailand Health ...,Video of the Thailand Health Minister while taking COVID-19 vaccine,2021-02-01T00:00:00Z,2021-02-02T00:00:00Z,SOCIAL MEDIA POST,FACTLY,https://factly.in/old-video-of-a-chinese-man-portrayed-as-a-scared-thailand-health-minister-while-taking-covid-19-vaccine/,FALSE,1,old video of a chinese man portrayed as a scared thailand health minister while taking covid19 vaccine,https://factly.in/old-video-of-a-chinese-man-portrayed-as-a-scared-thailand-health-minister-while-taking-covid-19-vaccine/
58,Arı zehrinin koronavirüse iyi geldiği iddiası,Arı zehrinin koronavirüse iyi geldiği iddiası,2021-01-23T00:00:00Z,2021-01-30T00:00:00Z,T24,Teyit.org,https://teyit.org/analiz-ari-zehrinin-koronaviruse-iyi-geldigi-iddiasi,Yanlış,1,bee venom protects from covid19,https://teyit.org/analiz-ari-zehrinin-koronaviruse-iyi-geldigi-iddiasi
59,A Cornell professor did not say COVID-19 was a hoax,Cornell University professor Robert Oswald said “COVID-19 was imaginary and fictitious.”,2020-12-28T00:00:00Z,,Facebook posts,PolitiFact,https://www.politifact.com/factchecks/2020/dec/29/facebook-posts/cornell-virologist-did-not-say-covid-19-was-hoax/,Pants on Fire,1,cornell university professor robert oswald said covid19 was imaginary and fictitious,https://www.politifact.com/factchecks/2020/dec/29/facebook-posts/cornell-virologist-did-not-say-covid-19-was-hoax/
60,,UK PM Boris Johnson says COVID-19 tests are 93% inaccurate,2021-01-23T00:00:00Z,2021-01-29T09:00:00Z,Multiple Sources,AFP Fact Check,https://factcheck.afp.com/video-misleads-uk-pm-boris-johnsons-comments-about-efficacy-covid-19-testing,Misleading,1,uk prime minister boris johnson says covid19 testing  only works in seven per cent of the cases,https://factcheck.afp.com/video-misleads-uk-pm-boris-johnsons-comments-about-efficacy-covid-19-testing
61,"PolitiFact No, the new coronavirus vaccines are not more dangerous ...",Says the new coronavirus vaccines contain toxic ingredients and are more dangerous than getting COVID-19.,2020-12-15T00:00:00Z,,Facebook posts,PolitiFact,https://www.politifact.com/factchecks/2020/dec/18/facebook-posts/no-new-coronavirus-vaccines-are-not-more-dangerous/,Pants on Fire,1,the new coronavirus vaccines contain toxic ingredients and are more dangerous than getting covid19,https://www.politifact.com/factchecks/2020/dec/18/facebook-posts/no-new-coronavirus-vaccines-are-not-more-dangerous/
62,,"Tonic of onions, ginger and garlic cures Covid-19",2021-01-12T00:00:00Z,2021-01-29T15:27:00Z,Men and Women for Christ,AFP Fact Check,https://factcheck.afp.com/theres-no-scientific-proof-tonic-onions-ginger-garlic-and-lemon-can-cure-covid-19,False,1,a tonic made of onions ginger garlic lemon and hot water can cure covid19,https://factcheck.afp.com/theres-no-scientific-proof-tonic-onions-ginger-garlic-and-lemon-can-cure-covid-19
63,Vaccines are useful even when there is a treatment for a disease ...,"“We have vaccines because we didn't have treatment for smallpox and it was a very deadly disease that made sense to have a vaccine. [...] but [COVID-19]? Even without doing anything, this disease has a 99.991[%] chance of survival.”",2021-01-15T00:00:00Z,2021-01-15T00:00:00Z,Lee Merritt,Health Feedback,https://healthfeedback.org/claimreview/vaccines-are-useful-even-when-there-is-a-treatment-for-a-disease-contrary-to-claim-by-lee-merritt-in-the-new-american-video/,Flawed_Reasoning,1,having a vaccine only makes sense if we dont have a treatment for a deadly disease covid19 has a survival rate of 99991,https://healthfeedback.org/claimreview/vaccines-are-useful-even-when-there-is-a-treatment-for-a-disease-contrary-to-claim-by-lee-merritt-in-the-new-american-video/
64,Headlines Distort the Facts on CDC Mask Order,"""CDC Now Demands TWO Masks – Science…Or Tyranny?""",2021-02-01T00:00:00Z,,Ron Paul Liberty Report,FactCheck.org,https://www.factcheck.org/2021/02/scicheck-headlines-distort-the-facts-on-cdc-mask-order/,False,1,centers for disease control and prevention now mandates that everyone wear two face masks,https://www.factcheck.org/2021/02/scicheck-headlines-distort-the-facts-on-cdc-mask-order/
65,,Video shows Bill Gates’s microchips hidden inside Covid-19 vaccinations?,2020-12-30T00:00:00Z,2021-02-01T07:30:00Z,Multiple Sources,AFP Fact Check,https://factcheck.afp.com/clip-german-tv-programme-circulates-misleading-posts-about-coronavirus-vaccines-and-bill-gates,Misleading,1,a video showing computergenerated images of people being implanted with microchips is circulating online alongside warnings that microsoft cofounder bill gates plans to obtain total control of the world through vaccination,https://factcheck.afp.com/clip-german-tv-programme-circulates-misleading-posts-about-coronavirus-vaccines-and-bill-gates
66,,World Bank offers loans to small businesses in Africa,2020-10-19T00:00:00Z,2021-01-27T09:55:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/fraudulent-facebook-posts-claim-world-bank-giving-loans-small-businesses-africa,False,1,facebook posts claim the world bank is giving loans to small businesses in africa,https://factcheck.afp.com/fraudulent-facebook-posts-claim-world-bank-giving-loans-small-businesses-africa
67,"No, study didn't prove that masks have negative effects on 68% of ...",Masks have negative impacts on 68% of children.,2021-01-26T00:00:00Z,,Instagram user,PolitiFact,https://www.politifact.com/factchecks/2021/jan/29/instagram-posts/no-masks-dont-have-negative-effects-68-children/,False,1,masks have negative impacts on 68 of children,https://www.politifact.com/factchecks/2021/jan/29/instagram-posts/no-masks-dont-have-negative-effects-68-children/
68,É falso que Luciano Hang doou 200 cilindros de oxigênio para o ...,"O dono da Havan, Luciano Hang, doou 200 cilindros de oxigênio para o Amazonas.",2021-01-26T00:00:00Z,2021-01-26T00:00:00Z,desinformação,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-luciano-hang-doou-200-cilindros-de-oxigenio-para-o-amazonas/,falso,1,luciano hang bolsonaros militant businessman donated 200 oxygen cylinders to the state of amazonas,https://www.aosfatos.org/noticias/e-falso-que-luciano-hang-doou-200-cilindros-de-oxigenio-para-o-amazonas/
69,,Los Angeles county suspended cremation of Covid-19 fatalities,2021-01-20T00:00:00Z,2021-01-26T10:00:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/sri-lankan-social-media-users-share-misleading-posts-about-cremations-covid-19-fatalities-us,Misleading,1,californias los angeles county suspended cremations for people who have died after contracting covid19,https://factcheck.afp.com/sri-lankan-social-media-users-share-misleading-posts-about-cremations-covid-19-fatalities-us
70,Pfizer/BioNTech aşısının beklenenden daha az etkili olduğu iddiası,Pfizer/BioNTech aşısının beklenenden daha az etkili olduğu iddiası,2021-01-24T00:00:00Z,2021-01-26T00:00:00Z,Sözcü,Teyit.org,https://teyit.org/analiz-pfizer-biontech-asisinin-beklenenden-daha-az-etkili-oldugu-iddiasi,Yanlış,1,pfizer  biontech vaccine less effective than expected,https://teyit.org/analiz-pfizer-biontech-asisinin-beklenenden-daha-az-etkili-oldugu-iddiasi
71,#Verificamos: É falso que Amapá tem uma das menores taxas de ...,“Amapá faz tratamento precoce (...)”,2021-01-25T19:51:29Z,2021-01-25T19:51:29Z,Post no Facebook,UOL,https://piaui.folha.uol.com.br/lupa/2021/01/25/verificamos-amapa-taxa-letalidade-covid-19/,Verdadeiro,1,amapá state has adopted early treatment protocol and has the lowest lethality rates in the world,https://piaui.folha.uol.com.br/lupa/2021/01/25/verificamos-amapa-taxa-letalidade-covid-19/
72,FACT CHECK: Viral Post Claims To Show Joe Biden And Hillary ...,the image shows President Joe Biden and former Secretary of State Hillary Clinton forgoing face masks in private during the COVID-19 pandemic,2021-01-21T00:00:00Z,2021-01-25T14:41:24Z,Viral Image,Check Your Fact,http://checkyourfact.com/2021/01/25/fact-check-joe-biden-hillary-clinton-not-wearing-face-masks/,False,0,the image shows president joe biden and former secretary of state hillary clinton forgoing face masks in private during the covid19 pandemic,https://checkyourfact.com/2021/01/25/fact-check-joe-biden-hillary-clinton-not-wearing-face-masks/
73,Fact Check: कोरोना वैक्सीन लगाने के बाद नहीं हुई अमेरिकी नर्स की मौत ...,दावा किया जा रहा है कि अमेरिका में कोरोना इंजेक्शन लगाने वाली महिला की कुछ सेकंड में मौत हो गई।,2021-01-25T13:52:01Z,2021-01-25T13:52:01Z,AIJAZ HUSAIN,विश्वास न्यूज़ फैक्ट चेक हिंदी,https://www.vishvasnews.com/viral/fact-check-us-nurse-who-fainted-after-covid-19-vaccine-shot-is-alive-and-well-viral-claim-is-fake/,False,1,a woman died in few seconds after taking covid vaccine,https://www.vishvasnews.com/viral/fact-check-us-nurse-who-fainted-after-covid-19-vaccine-shot-is-alive-and-well-viral-claim-is-fake/
74,"No, WHO didn't just say you don't need to wear a mask",“WHO now saying you do not need to wear a mask.”,2021-01-25T00:00:00Z,,Bloggers,PolitiFact,https://www.politifact.com/factchecks/2021/feb/01/blog-posting/who-did-not-say-you-dont-need-wear-mask/,False,1,who now saying you do not need to wear a mask,https://www.politifact.com/factchecks/2021/feb/01/blog-posting/who-did-not-say-you-dont-need-wear-mask/
75,,"Es sei bewiesen, dass mehrstündiges Tragen von „Hygienemasken“ die Sauerstoffzufuhr beeinträchtige und Auswirkungen auf Gehirnfunktionen und -entwicklung haben könne.",2021-01-25T00:00:00Z,2021-01-29T00:00:00Z,Plakat einer Drogerie,Correctiv,https://correctiv.org/faktencheck/2021/01/29/plakat-einer-zuericher-drogerie-enthaelt-falschinformationen-ueber-masken-bei-kindern/,"Größtenteils falsch. Es gibt keine Hinweise, dass das Tragen von Masken bei Kindern (oder Erwachsenen) zu gesundheitlichen Problemen führt oder die Funktion oder Entwicklung des Gehirns beeinträchtigt. Allerdings empfehlen nicht alle Experten Masken für Kinder unter 12 Jahren.",1,a drug store in zurich switzerland shows a poster with the claim face masks can damage the brains of children,https://correctiv.org/faktencheck/2021/01/29/plakat-einer-zuericher-drogerie-enthaelt-falschinformationen-ueber-masken-bei-kindern/
76,É falso que Carlos Bolsonaro já tenha se vacinado contra a Covid-19,"Carlos Bolsonaro tomou vacina contra a Covid-19 no Hospital Central do Exército, no Rio de Janeiro",2021-01-25T00:00:00Z,2021-01-25T00:00:00Z,desinformação,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-carlos-bolsonaro-ja-tenha-se-vacinado-contra-covid-19/,falso,1,carlos bolsonaro son of president jair bolsonaro skipped the line and received a dose of the covid19 vaccine,https://www.aosfatos.org/noticias/e-falso-que-carlos-bolsonaro-ja-tenha-se-vacinado-contra-covid-19/
77,Hank Aaron's Death Attributed to Natural Causes,Social media users suggest there is a direct link between baseball legend Hank Aaron getting the Moderna COVID-19 vaccine and then dying more than two weeks later.,2021-01-22T00:00:00Z,,Social media posts,FactCheck.org,https://www.factcheck.org/2021/01/scicheck-hank-aarons-death-attributed-to-natural-causes/,No Evidence,1,hank aarons death was a result of being vaccinated against covid19 in early january,https://www.factcheck.org/2021/01/scicheck-hank-aarons-death-attributed-to-natural-causes/
78,"​VERA FILES FACT CHECK: No 'total lockdown' in Luzon, entire ...",Luzon will be placed under total lockdown,2021-01-18T00:00:00Z,2021-01-23T00:00:00Z,YouTube channel MJ Journals,VERA Files,https://verafiles.org/articles/vera-files-fact-check-no-total-lockdown-luzon-entire-country,False,1,luzon and the entire philippines will be put under total lockdown,https://verafiles.org/articles/vera-files-fact-check-no-total-lockdown-luzon-entire-country
79,"​VERA FILES FACT CHECK: No 'total lockdown' in Luzon, entire ...",The entire Philippines will be placed under total lockdown,2021-01-13T00:00:00Z,2021-01-23T00:00:00Z,YouTube channel MJ Journals,VERA Files,https://verafiles.org/articles/vera-files-fact-check-no-total-lockdown-luzon-entire-country,False,1,luzon and the entire philippines will be put under total lockdown,https://verafiles.org/articles/vera-files-fact-check-no-total-lockdown-luzon-entire-country
80,"Fact Check: No, WHO Hasn't Ranked Sri Lanka Fifth Best Country ...",WHO Has Ranked Sri Lanka Fifth Best Country For Covid-19 Response,2021-01-23T09:49:07Z,2021-01-23T09:49:07Z,Kalum Jayaweera Kalum Jayaweera,,https://www.vishvasnews.com/english/health/fact-check-no-who-hasnt-ranked-sri-lanka-fifth-best-country-for-covid-19-response-viral-post-is-fake/,False,1,who has ranked sri lanka fifth best country for covid19 response,https://www.vishvasnews.com/english/health/fact-check-no-who-hasnt-ranked-sri-lanka-fifth-best-country-for-covid-19-response-viral-post-is-fake/
81,"Były szef Pfizera twierdzi, że szczepionka nie jest potrzebna ...","Mike Yeadon twierdzi, że nie ma już żadnych podstaw do stosowania szczepionek przeciw COVID-19.",2020-12-09T00:00:00Z,2021-02-05T00:00:00Z,Mike Yeadon,Demagog,https://demagog.org.pl/fake_news/byly-szef-pfizera-twierdzi-ze-szczepionka-nie-jest-potrzebna-manipulacja/,"Brakujący kontekst. Cytowana w tekście wypowiedź Mike’a Yeadona padła oryginalnie w momencie, w którym w Wielkiej Brytanii obserwowano spadek liczby zgonów z powodu COVID-19. Tekst zawierający cytat opublikowano jednak w grudniu, kiedy to wiadomość straciła aktualność.",1,exboss pfizer said that world dont need vaccines against covid19 because pandemic ended,https://demagog.org.pl/fake_news/byly-szef-pfizera-twierdzi-ze-szczepionka-nie-jest-potrzebna-manipulacja/
82,#Verificamos: É falso que enfermeiras de Paraty tiveram 'reações ...,As duas técnicas de enfermagem [...] Fazendo reação pós vacina. As duas enfermeiras do hospital de paraty RJ. Acabam de ser internadas imediatamente com vômitos e passando mal devido às vacinas do COVID 19 CORONAVAC CHINESA. Ela [sic] estão com reações adversas graves!,2021-01-22T17:45:27Z,2021-01-22T17:45:27Z,Post do Facebook,UOL,https://piaui.folha.uol.com.br/lupa/2021/01/22/verificamos-enfermeiras-paraty-coronavac/,Falso,1,photos of two nurses that had severe adverse reactions against covid19 and were admitted to a hospital,https://piaui.folha.uol.com.br/lupa/2021/01/22/verificamos-enfermeiras-paraty-coronavac/
83,#Verificamos: É falso que os Estados Unidos passaram a ...,"Hidroxicloroquina! Após o presidente Bolsonaro negar apoio ao uso da Vacina Chinesa Coronavac, e ser acusado pelo Governador de São Paulo João Doria por negacionista em defesa do uso de cloroquina. Hoje 22/01, o Estados Unidos tbem aderiu em Sistema de Saúde a indicação de Hidroxicloroquina a população Americana!",2021-01-22T20:40:08Z,2021-01-22T20:40:08Z,Post no Facebook,UOL,https://piaui.folha.uol.com.br/lupa/2021/01/22/verificamos-estados-unidos-recomendar-hidroxicloroquina/,Falso,1,the united states are officially recommending hydroxychloroquine against covid19,https://piaui.folha.uol.com.br/lupa/2021/01/22/verificamos-estados-unidos-recomendar-hidroxicloroquina/
